user_id,task_id,task_type,task_complexity,estimated_duration,start_hour,time_since_last_break,previous_task_type,interruptions,energy_level,completed
13,T178,deep,3,112,16,164,routine,3,1,0
13,T179,admin,4,83,10,124,deep,2,1,1
13,T180,creative,1,64,14,109,admin,1,2,0
13,T181,creative,1,62,9,73,creative,1,1,0
13,T182,creative,3,63,20,14,creative,1,2,0
13,T183,admin,5,29,7,149,creative,2,3,0
13,T184,creative,5,64,16,174,admin,1,3,0
13,T185,admin,3,45,19,98,creative,0,1,0
13,T186,routine,4,117,17,127,admin,2,1,0
13,T187,admin,1,27,7,37,routine,5,2,0
13,T188,creative,2,86,15,71,admin,2,3,0
13,T189,admin,2,46,6,102,creative,1,3,0
13,T190,creative,4,53,20,140,admin,3,2,0
13,T191,creative,1,29,18,37,creative,0,2,0
13,T192,deep,3,103,15,67,creative,0,3,0
13,T193,deep,5,62,15,139,deep,3,3,0
13,T194,deep,2,105,20,23,deep,1,1,0
13,T195,creative,3,99,6,157,deep,2,3,0
13,T196,creative,1,80,17,58,creative,2,3,1
13,T197,creative,3,91,20,58,creative,1,2,1
13,T198,creative,5,103,17,148,creative,2,3,1
13,T199,creative,4,13,14,68,creative,1,3,1
14,T0,admin,5,60,15,98,deep,2,1,0
14,T1,creative,2,69,18,178,admin,0,2,1
14,T2,routine,5,94,21,116,creative,1,3,0
14,T3,admin,4,55,8,99,routine,3,1,0
14,T4,creative,1,43,14,115,admin,1,2,1
14,T5,creative,1,25,16,78,creative,0,3,1
14,T6,creative,3,13,14,112,creative,1,2,0
14,T7,creative,5,68,8,168,creative,0,1,0
14,T8,routine,5,48,12,124,creative,3,1,0
14,T9,routine,5,78,6,53,routine,2,2,0
14,T10,admin,3,40,17,15,routine,2,1,0
14,T11,creative,5,91,18,142,admin,1,3,0
14,T12,admin,4,55,11,116,creative,1,2,0
14,T13,creative,4,26,10,138,admin,1,3,0
14,T14,creative,2,99,7,139,creative,2,2,1
14,T15,admin,4,45,9,151,creative,3,1,0
14,T16,deep,3,103,20,23,admin,4,1,0
14,T17,routine,5,30,13,8,deep,4,1,0
14,T18,admin,3,97,10,131,routine,1,1,0
14,T19,creative,4,92,7,6,admin,2,1,0
14,T20,admin,2,32,19,83,creative,0,2,0
14,T21,creative,1,24,21,127,admin,2,1,0
14,T22,creative,2,111,11,171,creative,0,2,1
14,T23,routine,3,86,8,45,creative,1,3,0
14,T24,deep,5,78,20,110,routine,3,1,0
14,T25,admin,5,83,20,160,deep,3,1,0
14,T26,routine,2,46,14,96,admin,2,2,0
14,T27,admin,3,83,22,52,routine,4,2,0
14,T28,admin,3,64,16,10,admin,0,1,0
14,T29,routine,2,65,9,16,admin,2,2,0
14,T30,deep,5,89,6,132,routine,1,1,0
14,T31,admin,2,27,11,32,deep,5,1,0
14,T32,routine,2,34,6,36,admin,3,1,1
14,T33,deep,5,50,11,20,routine,1,3,0
14,T34,admin,5,84,18,26,deep,2,2,0
14,T35,deep,3,44,6,46,admin,2,2,0
14,T36,creative,1,49,9,142,deep,3,1,1
14,T37,routine,3,117,19,115,creative,3,1,0
14,T38,deep,2,77,20,110,routine,2,2,0
14,T39,admin,4,92,8,67,deep,3,2,0
14,T40,deep,1,44,9,165,admin,0,1,0
14,T41,creative,4,79,16,0,deep,2,1,0
14,T42,creative,2,68,17,20,creative,1,3,0
14,T43,deep,4,18,6,163,creative,5,2,0
14,T44,admin,5,91,20,91,deep,2,1,0
14,T45,deep,4,79,15,122,admin,1,3,0
14,T46,admin,5,45,20,69,deep,1,3,0
14,T47,creative,3,101,9,132,admin,1,3,0
14,T48,admin,3,10,12,33,creative,2,1,0
14,T49,deep,2,108,20,20,admin,3,1,1
14,T50,creative,1,19,17,82,deep,5,3,0
14,T51,admin,2,113,7,23,creative,3,3,1
14,T52,deep,1,45,16,12,admin,1,1,1
14,T53,routine,2,41,8,2,deep,4,1,0
14,T54,admin,5,19,12,102,routine,1,3,0
14,T55,creative,5,103,13,113,admin,2,3,0
14,T56,admin,5,113,22,55,creative,0,3,0
14,T57,routine,2,102,14,32,admin,4,1,0
14,T58,routine,3,108,14,65,routine,4,3,0
14,T59,deep,1,72,21,47,routine,2,3,1
14,T60,deep,2,117,19,83,deep,3,2,0
14,T61,deep,2,117,21,144,deep,1,3,1
14,T62,routine,1,53,19,156,deep,4,2,1
14,T63,deep,2,110,17,78,routine,3,2,0
14,T64,admin,5,55,7,101,deep,0,1,0
14,T65,deep,5,49,9,68,admin,1,3,0
14,T66,creative,5,108,9,114,deep,1,1,0
14,T67,admin,1,89,22,30,creative,0,3,1
14,T68,admin,3,69,8,43,admin,1,2,0
14,T69,deep,1,24,21,147,admin,5,3,0
14,T70,admin,4,97,14,18,deep,2,2,0
14,T71,deep,2,45,16,123,admin,4,3,0
14,T72,creative,5,105,16,11,deep,3,2,0
14,T73,creative,1,81,20,113,creative,1,2,0
14,T74,deep,1,80,6,46,creative,2,2,0
14,T75,routine,4,47,9,144,deep,0,2,0
14,T76,routine,2,50,13,157,routine,0,1,0
14,T77,routine,3,39,10,66,routine,1,3,0
14,T78,deep,3,72,21,86,routine,2,3,0
14,T79,creative,1,35,18,117,deep,1,3,0
14,T80,deep,4,18,7,77,creative,3,1,1
14,T81,creative,2,92,9,117,deep,7,1,0
14,T82,admin,5,11,18,15,creative,1,3,0
14,T83,routine,1,94,22,24,admin,2,1,1
14,T84,routine,5,52,20,143,routine,3,2,0
14,T85,admin,4,93,11,171,routine,2,3,0
14,T86,admin,5,78,17,50,admin,1,1,0
14,T87,creative,4,53,9,36,admin,1,3,1
14,T88,admin,1,10,8,69,creative,1,1,1
14,T89,creative,1,12,10,98,admin,1,3,0
14,T90,admin,3,73,19,38,creative,1,3,0
14,T91,creative,4,31,18,43,admin,1,1,0
14,T92,routine,5,101,14,67,creative,2,2,0
14,T93,admin,3,70,14,52,routine,3,3,0
14,T94,admin,3,70,17,4,admin,4,3,0
14,T95,routine,5,14,12,85,admin,0,3,0
14,T96,routine,2,64,11,119,routine,3,2,1
14,T97,admin,3,87,18,167,routine,2,3,0
14,T98,deep,5,28,16,15,admin,5,3,0
14,T99,creative,5,44,9,38,deep,2,2,1
14,T100,creative,5,76,15,94,creative,2,2,0
14,T101,routine,1,67,14,68,creative,1,2,0
14,T102,routine,2,55,17,40,routine,3,3,1
14,T103,deep,5,17,12,164,routine,4,3,1
14,T104,routine,2,52,16,171,deep,1,3,1
14,T105,deep,1,100,19,30,routine,1,3,1
14,T106,deep,5,10,17,52,deep,2,3,0
14,T107,admin,1,59,20,57,deep,2,3,1
14,T108,routine,1,84,16,75,admin,1,3,1
14,T109,routine,4,108,9,90,routine,0,3,0
14,T110,admin,2,67,6,76,routine,0,3,1
14,T111,routine,5,104,10,113,admin,1,1,0
14,T112,admin,1,51,8,90,routine,1,2,1
14,T113,admin,5,96,14,35,admin,0,3,0
14,T114,admin,3,97,22,39,admin,0,3,0
14,T115,deep,4,99,14,117,admin,2,3,0
14,T116,admin,1,54,14,39,deep,3,3,1
14,T117,creative,3,104,12,20,admin,0,3,0
14,T118,admin,5,23,13,107,creative,1,1,0
14,T119,deep,3,111,8,117,admin,2,1,0
14,T120,creative,3,115,13,81,deep,2,2,0
14,T121,admin,1,98,14,10,creative,2,1,0
14,T122,routine,4,65,13,126,admin,3,2,0
14,T123,admin,4,30,18,51,routine,3,2,0
14,T124,routine,1,20,11,95,admin,1,1,1
14,T125,admin,3,14,8,24,routine,2,2,0
14,T126,routine,2,117,7,59,admin,4,1,0
14,T127,routine,3,57,9,33,routine,2,1,0
14,T128,routine,1,12,9,29,routine,2,1,1
14,T129,deep,4,105,13,35,routine,1,3,0
14,T130,creative,5,77,15,153,deep,1,1,0
14,T131,routine,1,35,7,113,creative,2,2,0
14,T132,deep,3,83,9,141,routine,4,1,0
14,T133,creative,5,52,6,18,deep,1,1,0
14,T134,admin,5,86,12,73,creative,3,1,1
14,T135,admin,2,61,10,51,admin,3,2,0
14,T136,creative,1,84,22,123,admin,0,2,1
14,T137,admin,5,76,19,63,creative,2,3,0
14,T138,creative,5,117,16,123,admin,2,2,0
14,T139,creative,2,79,15,11,creative,0,2,0
14,T140,admin,1,96,20,72,creative,2,2,0
14,T141,creative,3,15,10,57,admin,2,1,0
14,T142,creative,5,91,15,15,creative,1,3,0
14,T143,deep,3,115,20,177,creative,4,3,0
14,T144,deep,5,98,13,54,deep,3,1,0
14,T145,deep,2,75,9,64,deep,4,1,0
14,T146,routine,3,74,22,83,deep,4,2,1
14,T147,deep,3,105,9,126,routine,3,3,0
14,T148,routine,1,68,22,170,deep,5,3,1
14,T149,creative,2,36,6,65,routine,1,3,1
14,T150,deep,2,101,21,167,creative,2,3,0
14,T151,routine,3,37,15,92,deep,1,3,0
14,T152,deep,2,108,11,49,routine,5,3,0
14,T153,creative,4,71,9,142,deep,1,3,0
14,T154,routine,2,72,10,133,creative,2,2,0
14,T155,creative,3,93,21,149,routine,3,3,1
14,T156,admin,4,43,17,143,creative,2,3,0
14,T157,admin,3,41,17,102,admin,2,2,1
14,T158,deep,1,48,18,122,admin,1,3,0
14,T159,creative,3,95,16,138,deep,1,1,0
14,T160,routine,4,49,19,41,creative,2,3,0
14,T161,admin,2,91,19,110,routine,1,1,0
14,T162,routine,5,30,11,156,admin,0,2,1
14,T163,admin,5,58,6,3,routine,3,3,0
14,T164,routine,4,86,7,86,admin,0,2,1
14,T165,creative,4,18,16,3,routine,4,2,0
14,T166,admin,4,14,9,98,creative,2,2,0
14,T167,creative,5,36,11,132,admin,2,1,0
14,T168,admin,3,94,21,45,creative,3,1,0
14,T169,routine,2,101,10,47,admin,4,3,1
14,T170,admin,1,117,8,125,routine,0,3,1
14,T171,deep,1,112,9,85,admin,1,1,1
14,T172,creative,2,93,22,76,deep,2,2,1
14,T173,deep,2,88,14,122,creative,8,3,0
14,T174,routine,1,10,21,101,deep,1,2,0
14,T175,deep,3,114,12,78,routine,1,3,0
14,T176,admin,3,12,14,30,deep,2,3,0
14,T177,routine,2,81,22,99,admin,2,1,0
14,T178,creative,2,90,6,90,routine,0,1,0
14,T179,deep,1,60,7,165,creative,2,3,0
14,T180,admin,3,81,6,13,deep,1,2,0
14,T181,creative,2,44,15,81,admin,1,3,1
14,T182,creative,1,77,9,122,creative,1,2,0
14,T183,admin,2,112,12,169,creative,3,1,0
14,T184,creative,5,91,10,88,admin,2,1,0
14,T185,admin,5,94,16,117,creative,2,3,1
14,T186,admin,5,26,14,63,admin,2,2,0
14,T187,routine,1,82,8,102,admin,0,1,0
14,T188,admin,2,20,9,153,routine,0,2,0
14,T189,admin,4,73,17,21,admin,1,1,0
14,T190,admin,2,32,13,2,admin,3,1,0
14,T191,routine,4,106,9,50,admin,4,3,0
14,T192,deep,2,16,21,20,routine,4,3,0
14,T193,creative,4,113,9,34,deep,3,3,0
14,T194,admin,5,17,20,117,creative,3,2,0
14,T195,routine,5,102,15,79,admin,0,3,0
14,T196,deep,4,27,17,57,routine,1,1,0
14,T197,creative,4,67,14,18,deep,4,3,0
14,T198,routine,5,112,21,91,creative,4,1,0
14,T199,creative,3,113,22,36,routine,3,3,0
15,T0,routine,3,50,17,136,admin,2,1,0
15,T1,deep,2,12,12,81,routine,3,3,0
15,T2,routine,3,38,16,69,deep,2,3,0
15,T3,admin,3,86,19,157,routine,0,1,0
15,T4,creative,5,24,21,13,admin,3,1,0
15,T5,admin,3,34,22,85,creative,2,1,0
15,T6,deep,2,39,9,57,admin,3,2,0
15,T7,admin,1,94,16,62,deep,1,1,1
15,T8,creative,2,40,21,71,admin,4,2,0
15,T9,admin,5,25,20,66,creative,0,2,0
15,T10,routine,4,104,14,135,admin,4,2,0
15,T11,admin,1,41,20,16,routine,5,1,0
15,T12,creative,1,111,13,65,admin,1,3,1
15,T13,admin,5,44,11,142,creative,0,2,0
15,T14,deep,4,48,20,22,admin,1,2,0
15,T15,admin,1,63,11,155,deep,3,2,0
15,T16,deep,4,32,7,93,admin,2,2,1
15,T17,deep,5,83,21,97,deep,1,1,0
15,T18,deep,1,96,8,128,deep,1,3,0
15,T19,deep,1,96,17,52,deep,3,2,0
15,T20,admin,3,32,8,115,deep,3,1,0
15,T21,deep,1,23,14,4,admin,0,2,0
15,T22,creative,3,29,16,84,deep,3,1,0
15,T23,admin,5,15,15,122,creative,6,1,0
15,T24,creative,1,69,15,50,admin,2,1,0
15,T25,deep,5,105,11,174,creative,2,3,0
15,T26,admin,2,26,9,25,deep,3,3,0
15,T27,creative,5,93,11,177,admin,0,2,0
15,T28,deep,2,83,6,112,creative,2,1,0
15,T29,routine,4,89,15,30,deep,5,2,0
15,T30,deep,3,75,7,168,routine,0,2,0
15,T31,deep,4,79,18,110,deep,3,1,0
15,T32,admin,3,12,6,142,deep,1,3,0
15,T33,creative,2,66,16,120,admin,3,3,0
15,T34,routine,3,86,21,167,creative,1,1,0
15,T35,admin,2,105,22,57,routine,0,2,0
15,T36,deep,1,98,11,157,admin,2,1,0
15,T37,routine,3,96,10,123,deep,5,2,1
15,T38,creative,3,86,12,80,routine,1,2,0
15,T39,routine,1,98,19,153,creative,2,3,1
15,T40,routine,5,102,15,72,routine,3,1,0
15,T41,routine,4,20,21,108,routine,3,3,0
15,T42,admin,5,40,21,35,routine,3,1,0
15,T43,deep,4,101,15,104,admin,1,3,0
15,T44,admin,4,96,22,149,deep,3,1,0
15,T45,admin,2,26,11,12,admin,2,2,0
15,T46,routine,1,89,19,119,admin,4,2,0
15,T47,creative,3,53,10,111,routine,2,2,0
15,T48,creative,5,85,22,114,creative,4,2,0
15,T49,creative,3,10,15,122,creative,2,2,0
15,T50,admin,3,76,7,155,creative,2,1,0
15,T51,deep,1,96,17,37,admin,2,3,1
15,T52,routine,4,67,8,72,deep,1,1,1
15,T53,deep,2,53,13,29,routine,1,1,1
15,T54,routine,2,37,14,92,deep,0,2,1
15,T55,admin,2,17,19,44,routine,2,3,0
15,T56,creative,5,96,21,46,admin,1,1,0
15,T57,deep,2,39,6,10,creative,3,3,0
15,T58,deep,4,119,18,34,deep,2,2,1
15,T59,deep,4,67,17,114,deep,4,3,0
15,T60,admin,2,42,21,36,deep,2,3,0
15,T61,deep,2,46,18,91,admin,1,1,0
15,T62,routine,4,61,19,141,deep,1,2,0
15,T63,creative,2,69,10,78,routine,3,3,0
15,T64,creative,5,60,16,65,creative,0,1,0
15,T65,creative,3,96,19,155,creative,4,3,0
15,T66,creative,5,90,14,64,creative,3,3,0
15,T67,deep,1,78,18,134,creative,6,3,0
15,T68,routine,4,72,18,139,deep,2,1,0
15,T69,creative,1,104,11,166,routine,2,1,0
15,T70,deep,3,18,22,109,creative,1,1,0
15,T71,creative,1,13,10,4,deep,1,3,0
15,T72,routine,2,102,14,49,creative,3,2,0
15,T73,deep,5,111,14,177,routine,1,1,0
15,T74,deep,1,109,11,86,deep,1,1,1
15,T75,admin,3,115,11,12,deep,0,1,0
15,T76,creative,4,38,9,145,admin,3,1,0
15,T77,routine,1,55,13,43,creative,2,1,0
15,T78,routine,3,26,6,174,routine,1,1,1
15,T79,deep,2,70,9,111,routine,4,1,0
15,T80,creative,3,105,11,12,deep,1,1,0
15,T81,creative,4,21,9,82,creative,0,1,0
15,T82,routine,4,82,12,105,creative,2,2,0
15,T83,deep,1,68,20,55,routine,2,1,0
15,T84,deep,5,110,14,133,deep,1,2,0
15,T85,creative,3,68,15,154,deep,1,2,0
15,T86,creative,4,10,18,62,creative,0,3,1
15,T87,routine,3,97,17,99,creative,3,1,0
15,T88,deep,3,20,22,106,routine,2,3,0
15,T89,admin,3,71,10,149,deep,1,2,0
15,T90,deep,3,86,11,116,admin,1,1,0
15,T91,deep,1,25,16,134,deep,4,3,0
15,T92,routine,1,27,9,34,deep,2,2,0
15,T93,creative,3,31,18,131,routine,2,3,0
15,T94,admin,4,67,15,55,creative,2,2,0
15,T95,routine,2,93,21,133,admin,0,2,1
15,T96,routine,2,83,14,62,routine,3,2,1
15,T97,deep,1,28,6,115,routine,6,2,0
15,T98,creative,1,115,10,82,deep,3,1,0
15,T99,creative,5,116,10,38,creative,2,2,0
15,T100,admin,3,55,8,79,creative,1,3,1
15,T101,deep,3,56,11,92,admin,0,3,0
15,T102,admin,3,18,16,79,deep,1,2,0
15,T103,creative,1,83,22,0,admin,2,3,0
15,T104,routine,1,28,7,111,creative,2,1,0
15,T105,creative,4,43,14,98,routine,0,3,0
15,T106,routine,5,85,16,93,creative,1,1,0
15,T107,deep,3,61,16,9,routine,3,1,0
15,T108,admin,3,77,14,175,deep,0,2,0
15,T109,routine,2,47,12,16,admin,2,2,0
15,T110,deep,1,103,15,135,routine,4,1,0
15,T111,admin,3,14,9,7,deep,4,1,0
15,T112,deep,2,119,16,92,admin,1,1,1
15,T113,deep,2,15,12,33,deep,2,1,0
15,T114,deep,3,109,14,146,deep,3,3,0
15,T115,creative,4,87,6,24,deep,5,3,0
15,T116,routine,2,14,22,149,creative,2,2,0
15,T117,routine,5,106,6,58,routine,0,3,0
15,T118,admin,5,66,18,148,routine,1,3,0
15,T119,admin,5,100,20,88,admin,6,3,0
15,T120,admin,5,73,19,105,admin,4,1,0
15,T121,deep,1,106,19,42,admin,1,1,0
15,T122,admin,3,61,12,173,deep,2,1,0
15,T123,creative,3,104,9,26,admin,2,2,0
15,T124,deep,2,48,8,123,creative,5,3,0
15,T125,admin,5,119,7,6,deep,3,1,0
15,T126,routine,2,102,16,100,admin,4,1,0
15,T127,deep,5,82,21,45,routine,1,2,0
15,T128,deep,4,38,20,9,deep,4,3,0
15,T129,deep,3,39,8,12,deep,1,3,1
15,T130,deep,2,60,17,45,deep,2,2,1
15,T131,admin,3,86,18,61,deep,1,3,0
15,T132,deep,4,25,15,111,admin,0,1,0
15,T133,creative,3,26,10,4,deep,3,3,0
15,T134,routine,4,44,8,102,creative,3,3,0
15,T135,routine,3,85,22,148,routine,3,2,0
15,T136,admin,2,116,20,121,routine,3,1,0
15,T137,deep,4,24,18,165,admin,4,1,0
15,T138,routine,4,116,12,80,deep,0,2,0
15,T139,creative,4,98,6,102,routine,2,1,0
15,T140,admin,5,103,12,110,creative,5,2,0
15,T141,creative,5,13,14,29,admin,1,1,0
15,T142,routine,4,70,12,67,creative,3,3,0
15,T143,creative,5,44,18,107,routine,2,3,0
15,T144,admin,2,36,15,115,creative,2,3,1
15,T145,admin,1,117,15,165,admin,2,2,1
15,T146,creative,4,111,19,94,admin,3,1,0
15,T147,deep,5,117,19,160,creative,3,2,0
15,T148,deep,5,54,8,89,deep,1,3,1
15,T149,deep,4,15,14,74,deep,3,3,1
15,T150,routine,2,14,19,78,deep,3,1,0
15,T151,deep,1,45,20,0,routine,3,2,1
15,T152,deep,2,74,18,115,deep,1,2,0
15,T153,deep,3,78,9,14,deep,3,3,1
15,T154,routine,5,45,21,66,deep,0,1,1
15,T155,routine,3,71,6,130,routine,0,2,1
15,T156,creative,3,27,21,116,routine,1,2,0
15,T157,creative,5,22,17,12,creative,2,3,1
15,T158,deep,4,28,21,85,creative,1,3,1
15,T159,deep,1,69,21,147,deep,2,1,0
15,T160,routine,1,36,16,86,deep,0,3,0
15,T161,deep,5,63,18,147,routine,1,1,0
15,T162,deep,3,43,9,15,deep,1,3,0
15,T163,admin,5,36,6,43,deep,1,3,0
15,T164,deep,2,99,22,51,admin,2,1,0
15,T165,admin,3,47,8,71,deep,1,2,1
15,T166,deep,2,22,20,117,admin,1,1,0
15,T167,routine,2,49,11,2,deep,0,2,0
15,T168,admin,2,74,20,160,routine,1,2,1
15,T169,creative,5,64,15,90,admin,2,1,0
15,T170,deep,4,36,15,137,creative,2,2,0
15,T171,creative,5,19,20,176,deep,1,2,0
15,T172,routine,2,23,6,67,creative,1,2,0
15,T173,creative,4,42,10,101,routine,1,3,0
15,T174,creative,5,67,19,86,creative,0,3,0
15,T175,deep,4,77,22,165,creative,2,3,1
15,T176,deep,5,42,21,153,deep,1,1,0
15,T177,routine,3,81,13,158,deep,1,3,0
15,T178,admin,4,91,10,154,routine,1,1,0
15,T179,admin,3,79,16,173,admin,2,2,0
15,T180,routine,5,79,21,8,admin,5,3,0
15,T181,routine,2,76,10,76,routine,2,1,0
15,T182,deep,5,117,22,54,routine,0,1,0
15,T183,routine,3,74,9,2,deep,2,3,0
15,T184,deep,4,102,19,62,routine,4,3,0
15,T185,deep,4,17,22,138,deep,1,1,0
15,T186,deep,5,112,13,163,deep,2,1,0
15,T187,routine,2,40,10,132,deep,2,2,1
15,T188,deep,3,103,16,117,routine,4,3,1
15,T189,deep,5,70,17,140,deep,4,2,0
15,T190,routine,5,58,17,5,deep,1,2,0
15,T191,routine,4,105,12,159,routine,1,3,0
15,T192,routine,2,92,6,6,routine,1,2,0
15,T193,routine,2,115,15,11,routine,3,1,0
15,T194,creative,2,66,12,25,routine,0,2,1
15,T195,admin,4,44,8,31,creative,0,3,0
15,T196,deep,3,70,20,178,admin,0,2,0
15,T197,routine,3,52,18,173,deep,4,3,0
15,T198,admin,3,64,15,3,routine,2,2,1
15,T199,routine,4,36,12,150,admin,3,3,0
16,T0,admin,4,15,14,121,creative,1,2,0
16,T1,routine,1,104,14,51,admin,3,1,0
16,T2,routine,1,18,12,106,routine,2,3,1
16,T3,routine,1,55,16,67,routine,2,2,1
16,T4,admin,4,60,17,152,routine,4,3,0
16,T5,routine,1,83,10,26,admin,2,1,0
16,T6,deep,2,66,14,140,routine,1,1,0
16,T7,admin,5,71,22,105,deep,3,1,0
16,T8,creative,5,103,16,35,admin,5,1,0
16,T9,creative,4,47,7,23,creative,3,2,0
16,T10,deep,1,57,16,70,creative,0,2,1
16,T11,deep,2,117,7,42,deep,3,1,0
16,T12,deep,5,25,22,59,deep,2,3,1
16,T13,creative,2,79,8,11,deep,2,3,0
16,T14,deep,1,36,19,114,creative,2,3,0
16,T15,deep,5,36,12,156,deep,5,3,0
16,T16,creative,4,67,7,130,deep,1,2,0
16,T17,creative,3,22,13,104,creative,3,3,0
16,T18,admin,5,17,8,63,creative,5,3,0
16,T19,creative,2,20,16,101,admin,2,1,0
16,T20,admin,3,115,10,96,creative,2,1,0
16,T21,routine,5,43,13,149,admin,1,3,0
16,T22,admin,2,103,17,51,routine,1,3,1
16,T23,routine,3,43,9,81,admin,1,1,0
16,T24,admin,1,79,19,167,routine,0,2,1
16,T25,admin,4,119,22,61,admin,4,2,0
16,T26,deep,2,54,13,64,admin,2,1,0
16,T27,routine,4,45,7,172,deep,2,2,0
16,T28,admin,2,10,18,69,routine,2,2,0
16,T29,admin,1,79,22,176,admin,2,3,0
16,T30,admin,2,28,6,95,admin,1,3,0
16,T31,admin,5,92,10,104,admin,2,3,0
16,T32,deep,4,116,14,91,admin,3,1,0
16,T33,creative,3,110,14,64,deep,4,2,0
16,T34,admin,4,33,12,106,creative,2,2,0
16,T35,routine,2,15,7,121,admin,3,2,0
16,T36,routine,2,71,20,155,routine,2,3,0
16,T37,admin,4,25,21,178,routine,1,1,1
16,T38,routine,5,73,10,11,admin,2,3,0
16,T39,routine,3,23,16,127,routine,2,1,0
16,T40,routine,4,23,11,131,routine,1,2,0
16,T41,routine,2,34,12,125,routine,1,3,1
16,T42,creative,1,80,15,107,routine,4,3,0
16,T43,creative,4,35,13,108,creative,2,3,0
16,T44,creative,4,88,8,130,creative,1,2,0
16,T45,deep,5,14,12,39,creative,1,1,0
16,T46,routine,3,72,9,97,deep,2,2,0
16,T47,admin,3,24,12,140,routine,2,2,0
16,T48,creative,5,45,20,57,admin,4,1,0
16,T49,admin,1,84,9,22,creative,0,1,0
16,T50,admin,1,41,12,101,admin,0,2,1
16,T51,routine,4,50,14,1,admin,5,3,1
16,T52,deep,3,17,18,22,routine,3,2,1
16,T53,creative,5,83,13,46,deep,3,2,0
16,T54,deep,5,90,19,42,creative,4,3,1
16,T55,deep,3,35,8,75,deep,4,2,0
16,T56,routine,2,107,9,77,deep,0,3,1
16,T57,admin,4,34,9,33,routine,2,3,0
16,T58,admin,5,16,16,41,admin,4,1,0
16,T59,deep,3,94,18,162,admin,3,1,0
16,T60,creative,4,71,6,38,deep,1,2,0
16,T61,routine,5,29,7,105,creative,1,2,0
16,T62,admin,4,52,15,108,routine,2,1,0
16,T63,routine,3,75,12,131,admin,0,1,0
16,T64,routine,2,47,7,46,routine,1,2,1
16,T65,deep,5,49,9,177,routine,0,3,0
16,T66,deep,5,26,11,168,deep,3,3,0
16,T67,admin,3,70,15,31,deep,2,3,0
16,T68,routine,1,35,14,22,admin,2,3,0
16,T69,creative,3,111,10,120,routine,4,3,0
16,T70,creative,2,59,7,153,creative,3,3,0
16,T71,admin,5,23,17,68,creative,1,1,0
16,T72,routine,2,25,7,22,admin,4,1,0
16,T73,admin,2,103,6,86,routine,0,1,0
16,T74,admin,4,54,22,170,admin,2,3,0
16,T75,admin,4,85,8,114,admin,4,3,0
16,T76,admin,1,23,10,1,admin,2,3,1
16,T77,creative,1,116,14,102,admin,3,3,1
16,T78,routine,5,66,21,21,creative,2,1,0
16,T79,routine,2,13,19,177,routine,1,2,0
16,T80,routine,5,90,15,170,routine,1,3,0
16,T81,admin,1,59,11,74,routine,2,2,1
16,T82,deep,2,93,22,114,admin,2,1,0
16,T83,routine,5,44,10,124,deep,2,3,0
16,T84,creative,2,99,18,94,routine,2,2,0
16,T85,deep,5,14,8,103,creative,2,3,0
16,T86,admin,5,92,11,28,deep,1,1,0
16,T87,admin,2,97,10,3,admin,4,1,0
16,T88,routine,3,32,14,93,admin,5,2,0
16,T89,deep,4,92,14,130,routine,1,1,0
16,T90,routine,2,35,22,90,deep,2,1,0
16,T91,routine,1,101,18,164,routine,4,3,1
16,T92,deep,1,74,18,146,routine,2,1,0
16,T93,admin,4,105,10,66,deep,4,1,0
16,T94,creative,2,84,18,87,admin,0,3,0
16,T95,deep,5,15,12,52,creative,1,1,0
16,T96,admin,3,101,16,70,deep,1,3,0
16,T97,deep,4,41,21,166,admin,1,1,0
16,T98,creative,4,91,15,71,deep,8,2,0
16,T99,creative,4,37,21,50,creative,1,2,0
16,T100,admin,4,76,16,133,creative,1,1,0
16,T101,routine,1,86,18,72,admin,4,2,0
16,T102,creative,1,51,19,63,routine,5,2,0
16,T103,routine,1,41,22,26,creative,3,1,0
16,T104,admin,1,60,16,107,routine,4,2,0
16,T105,routine,4,70,7,86,admin,2,1,0
16,T106,admin,5,90,21,124,routine,0,3,0
16,T107,routine,4,108,14,69,admin,2,3,0
16,T108,routine,3,39,8,111,routine,2,2,0
16,T109,deep,3,99,19,82,routine,2,2,0
16,T110,admin,5,47,18,108,deep,2,2,0
16,T111,creative,1,71,21,60,admin,2,3,1
16,T112,routine,3,27,12,30,creative,1,1,0
16,T113,creative,3,11,8,159,routine,3,1,0
16,T114,routine,1,16,11,118,creative,2,1,0
16,T115,routine,1,83,18,63,routine,0,3,1
16,T116,creative,3,82,12,72,routine,2,1,0
16,T117,deep,2,25,8,178,creative,6,2,0
16,T118,deep,2,23,16,39,deep,6,2,0
16,T119,admin,2,42,11,40,deep,0,3,1
16,T120,creative,3,23,12,153,admin,1,1,0
16,T121,deep,2,70,20,44,creative,9,3,0
16,T122,creative,1,18,16,109,deep,4,2,0
16,T123,deep,4,29,8,96,creative,3,2,0
16,T124,creative,2,38,12,159,deep,0,3,1
16,T125,admin,1,61,21,84,creative,4,3,0
16,T126,deep,3,18,7,43,admin,4,1,0
16,T127,creative,4,90,7,109,deep,0,3,0
16,T128,admin,5,100,11,136,creative,3,2,0
16,T129,deep,1,26,8,9,admin,1,1,0
16,T130,creative,3,42,16,108,deep,3,3,0
16,T131,admin,1,28,9,92,creative,1,2,1
16,T132,deep,5,113,10,152,admin,2,3,0
16,T133,creative,1,85,8,23,deep,4,1,0
16,T134,deep,2,29,8,142,creative,2,2,0
